Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
HMR_4412		m1672 + m2478  <=> m1603 	(ENSG00000100354) or (ENSG00000239900)	1	-1000.00	1000.00	  0.00
HMR_4417		m2722 + m2911  => m2917 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4419		m2668 + m2714 + m3371  => m2911 + m3365 + m3387 	(ENSG00000100938) or (ENSG00000137198)	0	 -0.00	1000.00	  0.00
HMR_4449		m2668 + m2722  => m2711 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4450		m2672 + m2729  => m2713 + m3638 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4453		m1720 + m3387 + m4173  => m1672 + m2668 + m3643 	(ENSG00000163655)	0	 -0.00	1000.00	  0.00
HMR_4480		m1606 + m2151  <=> m1720 + m2157 	(ENSG00000004455) or (ENSG00000072778) or (ENSG00000085231) or (ENSG00000087008) or (ENSG00000106992) or (ENSG00000117054) or (ENSG00000140057) or (ENSG00000147853) or (ENSG00000151498) or (ENSG00000154027) or (ENSG00000155085) or (ENSG00000162433) or (ENSG00000165695) or (ENSG00000177646)	1	-1000.00	1000.00	  0.00
HMR_4481		m1599 + m2722  => m2917 + m3387 	(ENSG00000093072)	0	 -0.00	1000.00	  0.00
HMR_4482		m1602 + m2729  => m2918 + m3391 	(ENSG00000093072)	0	 -0.00	1000.00	  0.00
HMR_4486		m2581 + m2939  => m2588 + m2904 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4487		m2161 + m2581  => m2151 + m2588 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4488		m2469 + m2939  => m2473 + m2904 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4489		m2161 + m2469  => m2151 + m2473 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4492		m2939 + m3254  => m2904 + m3260 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4493		m2161 + m3254  => m2151 + m3260 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4495		m2576 + m2939  => m2578 + m2904 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4496		m2161 + m2576  => m2151 + m2578 	(ENSG00000156510) or (ENSG00000156515) or (ENSG00000159399)	0	 -0.00	1000.00	  0.00
HMR_4519		m2722 + m2901 + m3355  => m2714 + m3361 + m4170 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4520		m2722 + m2901 + m3440  => m2730 + m4170 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4574		m2917 + m3631  <=> m2901 + m3730 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4600		m1720 + m2206  => m1606 + m2228 	(ENSG00000114956)	0	 -0.00	1000.00	  0.00
HMR_4602		m2228 + m2722  => m2206 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4603		m844 + m2709  <=> m2206 + m3631 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4611		m1720 + m3947  => m2161 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4612		m1606 + m3947  => m2151 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4614		m2702 + m3947  => m2231 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4615		m2558 + m3947  => m2222 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4617		m2130 + m3947  => m2169 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4618		m3947 + m4149  => m2334 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4619		m1789 + m3947  => m2164 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4621		m3947 + m4097  => m2330 + m2722 + m3513 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_4632		m2157 + m2722  => m2199 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4646		m2722 + m3355 + m4170  => m2714 + m3361 + m4135 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4648		m2727 + m3358 + m4171  => m2719 + m3363 + m4136 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4649		m2722 + m3440 + m4170  => m2730 + m4135 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4650		m2727 + m3446 + m4171  => m2734 + m4136 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4651		m2711 + m3631  <=> m2709 + m3730 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4663		m3631 + m4172  <=> m3730 + m4170 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4694		m2199 + m2722  => m2209 + m3387 	(ENSG00000093072)	0	 -0.00	1000.00	  0.00
HMR_4695		m844 + m1597  <=> m2199 + m3631 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4705		m2722 + m4173  => m3631 + m4172 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4709		m844 + m2901  <=> m2209 + m3631 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4799		m1422 + m1720 + m2621  => m1606 + m2546 + m3631 	(ENSG00000159131)	0	 -0.00	1000.00	  0.00
HMR_4802		m1423 + m1720  => m1606 + m1639 + m3631 	(ENSG00000159131)	0	 -0.00	1000.00	  0.00
HMR_4804		m1421  <=> m1639 + m2092 	(ENSG00000128050)	1	-1000.00	1000.00	  0.00
HMR_4808		m1720 + m2605 + m2722 + m3386  => m1423 + m1606 + m2600 + m3631 	(ENSG00000178921)	0	 -0.00	1000.00	  0.00
HMR_4810		m1421 + m1716 + m1720  => m1606 + m3631 + m3759 	(ENSG00000128050)	0	 -0.00	1000.00	  0.00
HMR_4812		m1638 + m2478  <=> m3759 	(ENSG00000100354) or (ENSG00000239900)	1	-1000.00	1000.00	  0.00
HMR_4814		m448 + m1638  <=> m2431 + m3934 	(ENSG00000138363)	1	-1000.00	1000.00	  0.00
HMR_5301		m2702 + m4142  => m2558 + m4121 	(ENSG00000130717) or (ENSG00000143179) or (ENSG00000198276)	0	 -0.00	1000.00	  0.00
HMR_5353		m1606 + m2222  <=> m1720 + m2228 	(ENSG00000143774)	1	-1000.00	1000.00	  0.00
HMR_6601		m1652 + m2722  => m4138 + m4141 	(ENSG00000151360)	0	 -0.00	1000.00	  0.00
HMR_6602		m2730 + m4135  <=> m1655 + m4138 	(ENSG00000117592) or (ENSG00000130508)	1	-1000.00	1000.00	  0.00
HMR_6603		m2736 + m4137  <=> m1656 + m4140 	(ENSG00000117592) or (ENSG00000130508)	1	-1000.00	1000.00	  0.00
HMR_6609		m1653 + m2722  <=> m1652 		1	-1000.00	1000.00	  0.00
HMR_6610		m1386 + m2722  => m1653 + m2092 		0	 -0.00	1000.00	  0.00
HMR_6611		m2722 + m3440 + m4135  <=> m1386 + m2730 		1	-1000.00	1000.00	  0.00
HMR_7144		m1616 + m2722  => m1672 + m3731 	(ENSG00000142185) or (ENSG00000170222) or (ENSG00000170502)	0	 -0.00	1000.00	  0.00
HMR_8755		m2727 + m2902 + m3446  => m2734 + m4171 	(ENSG00000158125)	0	 -0.00	1000.00	  0.00
HMR_4016		m1606 + m2702  <=> m1720 + m2558 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4018		m1608 + m2703  <=> m1722 + m2560 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4044		m1606 + m2161  <=> m1720 + m2151 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4291		m1606 + m2939  <=> m1720 + m2904 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4420		m1608 + m2162  => m1722 + m2152 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	0	 -0.00	1000.00	  0.00
HMR_4570		m1606 + m2231  <=> m1720 + m2222 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4572		m1608 + m2232  => m1722 + m2223 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	0	 -0.00	1000.00	  0.00
HMR_4006		m1606 + m4149  <=> m1720 + m4097 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4028		m1606 + m2130  <=> m1720 + m1789 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4030		m1608 + m2131  <=> m1722 + m1790 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4670		m1606 + m2169  <=> m1720 + m2164 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4673		m1606 + m2334  <=> m1720 + m2330 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4675		m1722 + m2331  => m1608 + m2335 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	0	 -0.00	1000.00	  0.00
HMR_6614		m2151 + m2327  <=> m2161 + m2320 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_6615		m2152 + m2328  <=> m2162 + m2321 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_6616		m2153 + m2329  <=> m2163 + m2322 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_4635		m1606 + m2327  <=> m1720 + m2320 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_3793		m880 + m1646  <=> m2147 + m3708 	(ENSG00000113492)	1	-1000.00	1000.00	  0.00
HMR_3931		m2714 + m3371 + m3513  => m3365 + m3947 	(ENSG00000197763) or (ENSG00000198431)	0	 -0.00	1000.00	  0.00
HMR_3969		m2939 + m4142  => m2904 + m4121 	(ENSG00000130717) or (ENSG00000143179)	0	 -0.00	1000.00	  0.00
HMR_3970		m2722 + m4121  => m3631 + m4142 	(ENSG00000122643)	0	 -0.00	1000.00	  0.00
HMR_4008		m1606 + m4097  <=> m1720 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_4032		m1720 + m3387 + m4149  => m1606 + m2130 + m3631 	(ENSG00000047230) or (ENSG00000171793)	0	 -0.00	1000.00	  0.00
HMR_4034		2 m1720 + m2605 + m2714 + m2722 + m2739  => 2 m1606 + m1782 + m2600 + m3631 	(ENSG00000084774)	0	 -0.00	1000.00	  0.00
HMR_4036		m3506  => m2092 + m4121 	(ENSG00000114491)	0	 -0.00	1000.00	  0.00
HMR_4050		m3379 + m3631  <=> m1716 + m1782 	(ENSG00000084774)	1	-1000.00	1000.00	  0.00
HMR_4056		m2324 + m2722  => m3631 + m3955 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4059		m2728 + m4102  => m3637 + m4126 	(ENSG00000054179) or (ENSG00000171302) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4060		m2729 + m4103  => m3638 + m4127 	(ENSG00000054179) or (ENSG00000171302) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4127		m2722 + m4107  => m2587 + m4121 	(ENSG00000183828) or (ENSG00000197594)	0	 -0.00	1000.00	  0.00
HMR_4177		m2080 + m2722  => m2142 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4179		m2086 + m2729  => m2144 + m3638 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4182		m2142 + m2702  => m2080 + m2558 	(ENSG00000116199) or (ENSG00000141560) or (ENSG00000162408) or (ENSG00000167363) or (ENSG00000172456)	0	 -0.00	1000.00	  0.00
HMR_4183		m1792 + m2729  => m2086 + m3638 	(ENSG00000188833)	0	 -0.00	1000.00	  0.00
HMR_4192		m2133 + m2729  => m1792 + m3638 	(ENSG00000188833)	0	 -0.00	1000.00	  0.00
HMR_4194		m1720 + m2605 + m2722 + m4149  => m1606 + m2130 + m2600 + m3631 	(ENSG00000047230) or (ENSG00000171793)	0	 -0.00	1000.00	  0.00
HMR_4343		m3692 + m4133  => m3643 + m4121 	(ENSG00000094841)	0	 -0.00	1000.00	  0.00
HMR_4345		m1331 + m3365  <=> m2714 + m3371 + m4133 	(ENSG00000188641)	1	-1000.00	1000.00	  0.00
HMR_4346		m1331 + m2722  => m1202 	(ENSG00000092964) or (ENSG00000113657)	0	 -0.00	1000.00	  0.00
HMR_4470		m2714 + m3361 + m3959  => m2261 + m3355 	(ENSG00000188641)	0	 -0.00	1000.00	  0.00
HMR_4471		m2717 + m3362 + m3960  => m2262 + m3356 	(ENSG00000188641)	0	 -0.00	1000.00	  0.00
HMR_4472		m2714 + m3371 + m3959  => m2261 + m3365 	(ENSG00000188641)	0	 -0.00	1000.00	  0.00
HMR_4484		m2326 + m2725  => m3634 + m3957 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4485		m844 + m3959  <=> m3631 + m3955 	(ENSG00000198805)	1	-1000.00	1000.00	  0.00
HMR_4510		m2167 + m2722  => m2203 + m3631 	(ENSG00000076685) or (ENSG00000116981) or (ENSG00000122643) or (ENSG00000125458) or (ENSG00000135318) or (ENSG00000141698) or (ENSG00000146587) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4512		m1606 + m2164  <=> m1720 + m2167 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_4513		m1720 + m2203  => m1606 + m2167 	(ENSG00000156136)	0	 -0.00	1000.00	  0.00
HMR_4577		m3506 + m3643  <=> m3505 + m3692 	(ENSG00000114491)	1	-1000.00	1000.00	  0.00
HMR_4579		m3631 + m4142  <=> m3730 + m4133 	(ENSG00000007001) or (ENSG00000183696)	1	-1000.00	1000.00	  0.00
HMR_4580		m2142 + m2722  => m3387 + m4142 	(ENSG00000173627)	0	 -0.00	1000.00	  0.00
HMR_4608		m347 + m2722  <=> m3379 	(ENSG00000084774)	1	-1000.00	1000.00	  0.00
HMR_4575		m347 + m4096  <=> m3505 + m4095 	(ENSG00000102967)	1	-1000.00	1000.00	  0.00
HMR_4637		m1606 + m2320  <=> m1720 + m2324 	(ENSG00000168393)	1	-1000.00	1000.00	  0.00
HMR_4642		m2332 + m2722  => m2212 + m3631 	(ENSG00000125458) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_4643		m2335 + m2725  => m2333 + m3644 	(ENSG00000125877)	0	 -0.00	1000.00	  0.00
HMR_4644		m1326 + m2332  <=> m2254 + m2324 	(ENSG00000176890)	1	-1000.00	1000.00	  0.00
HMR_4676		m2142 + m2334  => m2080 + m2330 	(ENSG00000130717) or (ENSG00000143179) or (ENSG00000198276)	0	 -0.00	1000.00	  0.00
HMR_5299		m1720 + m4142  => m1606 + m4121 	(ENSG00000130717) or (ENSG00000143179) or (ENSG00000198276)	0	 -0.00	1000.00	  0.00
HMR_5352		m2334 + m4142  => m2330 + m4121 	(ENSG00000130717) or (ENSG00000143179) or (ENSG00000198276)	0	 -0.00	1000.00	  0.00
HMR_6612		m2152 + m2321  <=> m2162 + m2326 	(ENSG00000168393)	1	-1000.00	1000.00	  0.00
HMR_6621		m2335 + m2725 + m3514  <=> m3948 + m4150 	(ENSG00000048392) or (ENSG00000167325)	1	-1000.00	1000.00	  0.00
HMR_6622		m3949 + m4151  => m2336 + m2726 + m3515 	(ENSG00000048392) or (ENSG00000167325)	0	 -0.00	1000.00	  0.00
HMR_6623		m2212 + m2231  => m2222 + m2332 	(ENSG00000167900)	0	 -0.00	1000.00	  0.00
HMR_6624		m2213 + m2232  => m2223 + m2333 	(ENSG00000166548)	0	 -0.00	1000.00	  0.00
HMR_8072		m844 + m2722  => m2211 + m3631 		0	 -0.00	1000.00	  0.00
HMR_3966		m1722 + m2725  => m1675 + m3644 	(ENSG00000125877)	0	 -0.00	1000.00	  0.00
HMR_3967		m1789 + m2558  <=> m2080 + m2702 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_3968		m1606 + m2330  <=> m1720 + m2332 	(ENSG00000168393)	1	-1000.00	1000.00	  0.00
HMR_3999		m1611 + m2729  => m1679 + m3638 	(ENSG00000188833)	0	 -0.00	1000.00	  0.00
HMR_4024		m1606 + m1789  <=> m1720 + m2080 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_4026		m1608 + m1790  <=> m1722 + m2083 	(ENSG00000134326)	1	-1000.00	1000.00	  0.00
HMR_4054		m1720 + m3955  => m1606 + m2324 	(ENSG00000167900)	0	 -0.00	1000.00	  0.00
HMR_4061		m2729 + m4152  => m3638 + m4103 	(ENSG00000188833)	0	 -0.00	1000.00	  0.00
HMR_4136		m2705 + m2729  => m2562 + m3638 	(ENSG00000054179) or (ENSG00000087470) or (ENSG00000101210) or (ENSG00000140598) or (ENSG00000156508) or (ENSG00000164347) or (ENSG00000167658) or (ENSG00000168827) or (ENSG00000171302) or (ENSG00000178952) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4180		m1720 + m2142  => m1606 + m2080 	(ENSG00000130717) or (ENSG00000143179) or (ENSG00000198276)	0	 -0.00	1000.00	  0.00
HMR_4185		m1720 + m3870  => m1604 + m3643 	(ENSG00000138801) or (ENSG00000198682)	0	 -0.00	1000.00	  0.00
HMR_4186		m1604 + m1720  => m1606 + m3546 	(ENSG00000138801) or (ENSG00000198682)	0	 -0.00	1000.00	  0.00
HMR_4342		m2729 + m2905  => m2912 + m3638 	(ENSG00000054179) or (ENSG00000171302) or (ENSG00000188833) or (ENSG00000197217) or (ENSG00000197586)	0	 -0.00	1000.00	  0.00
HMR_4483		m1722 + m3957  => m1608 + m2326 	(ENSG00000166548)	0	 -0.00	1000.00	  0.00
HMR_4507		m2167 + m2722  => m2332 + m3387 	(ENSG00000129187)	0	 -0.00	1000.00	  0.00
HMR_4516		m2164 + m2722  => m2167 + m3631 	(ENSG00000179958)	0	 -0.00	1000.00	  0.00
HMR_4601		m1722 + m2207  => m1608 + m2229 	(ENSG00000114956)	0	 -0.00	1000.00	  0.00
HMR_4640		m1722 + m2333  => m1608 + m2331 	(ENSG00000168393)	0	 -0.00	1000.00	  0.00
HMR_4641		m1720 + m2212  => m1606 + m2332 	(ENSG00000167900)	0	 -0.00	1000.00	  0.00
HMR_4680		m844 + m4133  <=> m2212 + m3631 	(ENSG00000007001) or (ENSG00000183696)	1	-1000.00	1000.00	  0.00
HMR_4806		m448 + m2546  => m3386 + m3934 	(ENSG00000159131)	0	 -0.00	1000.00	  0.00
HMR_6625		m1722 + m2213  => m1608 + m2333 	(ENSG00000166548)	0	 -0.00	1000.00	  0.00
HMR_6626		m2333 + m2725  => m2213 + m3634 	(ENSG00000125458) or (ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_7160		0.3 m2161 + 0.2 m2169 + 0.2 m2231 + 0.3 m2327  => m2275 + m3643 	(ENSG00000009413) or (ENSG00000014138) or (ENSG00000051341) or (ENSG00000062822) or (ENSG00000070501) or (ENSG00000077514) or (ENSG00000100479) or (ENSG00000101751) or (ENSG00000111445) or (ENSG00000112941) or (ENSG00000115350) or (ENSG00000122008) or (ENSG00000122678) or (ENSG00000132382) or (ENSG00000140521) or (ENSG00000148229) or (ENSG00000166169) or (ENSG00000170734) or (ENSG00000175482) or (ENSG00000177084) or (ENSG00000256525)	0	 -0.00	1000.00	  0.00
HMR_7161		0.18 m1720 + 0.3 m2130 + 0.34 m2702 + 0.18 m4149  => m3643 + m3735 	(ENSG00000005075) or (ENSG00000013503) or (ENSG00000039523) or (ENSG00000047315) or (ENSG00000058600) or (ENSG00000066379) or (ENSG00000068654) or (ENSG00000083223) or (ENSG00000090060) or (ENSG00000099817) or (ENSG00000099821) or (ENSG00000100142) or (ENSG00000102978) or (ENSG00000105258) or (ENSG00000107951) or (ENSG00000113356) or (ENSG00000115421) or (ENSG00000121851) or (ENSG00000125630) or (ENSG00000132664) or (ENSG00000134744) or (ENSG00000137054) or (ENSG00000144231) or (ENSG00000147669) or (ENSG00000148606) or (ENSG00000149016) or (ENSG00000161980) or (ENSG00000163882) or (ENSG00000164329) or (ENSG00000168002) or (ENSG00000168495) or (ENSG00000171453) or (ENSG00000177700) or (ENSG00000181019) or (ENSG00000181222) or (ENSG00000186141) or (ENSG00000186184) or (ENSG00000218823)	0	 -0.00	1000.00	  0.00
HMR_7162		0.18 m1606 + 0.3 m1789 + 0.34 m2558 + 0.18 m4097  => m3631 + m3735 	(ENSG00000138035)	0	 -0.00	1000.00	  0.00
HMR_7163		m2275 + m2722  => 0.3 m2157 + 0.2 m2167 + 0.2 m2228 + 0.3 m2324 	(ENSG00000113456) or (ENSG00000213689)	0	 -0.00	1000.00	  0.00
HMR_7164		m2722 + m3735  => 0.18 m1672 + 0.3 m2080 + 0.34 m2668 + 0.18 m4121 	(ENSG00000113456) or (ENSG00000213689)	0	 -0.00	1000.00	  0.00
HMR_7713		m1674 + m2724  => m1600 + m3633 	(ENSG00000135318)	0	 -0.00	1000.00	  0.00
HMR_7716		m2724 + m4123  => m3633 + m4143 	(ENSG00000135318)	0	 -0.00	1000.00	  0.00
HMR_7717		m2725 + m4124  => m3634 + m4144 	(ENSG00000205309)	0	 -0.00	1000.00	  0.00
HMR_7721		m2082 + m2724  => m2143 + m3633 	(ENSG00000135318)	0	 -0.00	1000.00	  0.00
HMR_7725		m2325 + m2724  => m3633 + m3956 	(ENSG00000125458)	0	 -0.00	1000.00	  0.00
HMR_7728		m2670 + m2724  => m2712 + m3633 	(ENSG00000135318)	0	 -0.00	1000.00	  0.00
HMR_7800		m1606 + m2558  <=> m1672 + m2702 	(ENSG00000154027)	1	-1000.00	1000.00	  0.00
HMR_7801		m1608 + m2560  <=> m1675 + m2703 	(ENSG00000147853)	1	-1000.00	1000.00	  0.00
HMR_7802		2 m2151  <=> m2157 + m2161 	(ENSG00000154027)	1	-1000.00	1000.00	  0.00
HMR_7863		m1789 + m4097  <=> m2130 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7864		m1791 + m4101  <=> m2132 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7865		2 m4097  <=> m4121 + m4149 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7866		2 m4101  <=> m4125 + m4151 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7867		m2558 + m4097  <=> m2702 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7868		m2561 + m4101  <=> m2704 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7869		m2151 + m4097  <=> m2161 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7870		m2153 + m4101  <=> m2163 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7871		m2164 + m4097  <=> m2169 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7872		m2166 + m4101  <=> m2171 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7873		m2222 + m4097  <=> m2231 + m4121 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7874		m2224 + m4101  <=> m2233 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7875		m1608 + m4100  <=> m1722 + m4124 	(ENSG00000134326)	1	-1000.00	1000.00	  0.00
HMR_7876		m1609 + m4101  <=> m1723 + m4125 	(ENSG00000162368)	1	-1000.00	1000.00	  0.00
HMR_7878		m1606 + m2267  <=> m1720 + m2241 	(ENSG00000103024) or (ENSG00000103202) or (ENSG00000143156) or (ENSG00000172113) or (ENSG00000243678)	1	-1000.00	1000.00	  0.00
HMR_7879		m2267 + m2714 + m2722  => m2265 + m3643 	(ENSG00000125877)	0	 -0.00	1000.00	  0.00
HMR_7880		m2265 + m2722  => m2209 + m2714 + m3631 	(ENSG00000125458)	0	 -0.00	1000.00	  0.00
HMR_7883		m1608 + m4150  <=> m1722 + m4100 	(ENSG00000103202)	1	-1000.00	1000.00	  0.00
HMR_7886		m1608 + m2328  <=> m1722 + m2321 	(ENSG00000103202)	1	-1000.00	1000.00	  0.00
HMR_7890		m1608 + m2170  <=> m1722 + m2165 	(ENSG00000103202)	1	-1000.00	1000.00	  0.00
